"","ALB","HP","MT.ATP6","APOA2","MT.ATP8","SAA1","MT.CO1","MT.CO2","MT.CO3","SAA2","MT.ND4","ORM1","MT.ND3","SERPINA1","FTL","APOC3","MT.ND2","MT.ND4L","APOC1","MT.CYB","APOA1","MT.ND1","CLPS","C3","FGB","FGA","CRP","RBP4","MT1G","FGG","MT.ND6","APOE","TF","B2M","REG3A","CLU","CYP2E1","TTR","FABP1","ORM2","SERPINA3","APOH","GLUL","MT2A","AMBP","APOC2","MT.ND5","FTH1","PRSS1","MT1B","MT1X","CES1","RPS27","EEF1A1","ALDOB","FGL1","PLA2G2A","HPX","RPS18","CFB","SPINK1","VTN","RPL8","TMSB4X","AHSG","NNMT","AFP","RPS19","SERPINC1","APOA4","EPHX1","TPT1","C4A","GAPDH","C4B","RPL39","RPL10","RPL37A","C1R","RPL13A","HPD","RPS24","A1BG","IL32","RPL30","GC","RPS16","ADH1B","RPS21","SERPING1","SPP1","TMSB10","MT1E","REG1A","IFI27","RPS29","HRG","RPL13","CD74","APCS","Category"
"TCGA-2Y-A9H5-01A-11R-A38B-07",2326934.84,76330.98,355624.68,834179.46,284880.02,1397.83,573724.06,569761.05,506427.83,1015.93,425853.18,50709.61,299043.36,741454.2,152662.96,334117.42,159145.95,223512.12,391864.76,185362.8,706337.4,177811.84,0,176583.6,126606.21,186652.11,2193.99,87681.42,941.27,118127.7,155870.75,212926.09,107948.72,113315.62,120.94,152662.96,6887.62,61146.25,128373.58,20737.16,92040.7,100719.65,19482.97,2434.5,90773.53,161367.56,74760.09,102836.01,0,0,575.03,13215.02,114103.8,165904.25,23009.42,29736.59,153.34,56265.94,82378.63,76861.91,68318.04,117311.73,62865.33,57847.82,55877.28,2255.7,21617.82,56657.31,37121.34,708.18,53973.86,51062.33,38697.77,30785.28,40341.14,50011.46,79572.48,63302.6,13306.94,63742.91,1572.76,69271.73,28328.16,63742.91,69271.73,54349.29,37901.36,12676.65,31432.17,27363.16,1498.22,43537.38,961.07,46.84,17558.94,74760.09,18950.18,42054.3,10154.69,16157.44,1
"TCGA-DD-A4NH-01A-11R-A27V-07",985160.01,59063.35,440870.9,1026995.62,466008.55,19618.49,419990.32,422911.59,466008.55,21320.18,422911.59,701458.36,450134.56,194578.47,329517.51,144427.91,581732.96,229795.93,110983.6,262143,8363.13,355624.68,0,190574.09,24660.96,24832.5,273275.14,56265.94,147.06,16727.26,37639.55,91404.92,47974.16,228208.61,108.9,114103.8,669.92,19082,55877.28,116501.39,118949.35,38164.99,6471.02,2537.92,61999.83,74243.68,35856.82,211455.3,3395.89,0,718.08,19082,76861.91,43236.64,2104.58,13681.08,3372.43,11035.54,54349.29,76861.91,117311.73,48982.22,31870.96,95949.32,16157.44,11664.82,35856.82,51775.15,5403.7,10585.95,12415.75,40062.48,31215.04,27745.15,32767,50359.33,35363.15,52863.07,8247.98,38697.77,123.5,58655.36,9740.98,11827.67,31432.17,25005.23,26248.46,142.01,27938.14,22380.2,11424.74,48307.85,476.71,154.42,287.01,32767,314.17,24321.43,9279.58,59063.35,1
"TCGA-DD-AAEG-01A-11R-A39D-07",542775.98,805764.22,542775.98,542775.98,772940.66,56265.94,746611.43,475800.4,485798,64186.29,397335,167058.21,167058.21,254974.66,589853.66,619179.28,160252.91,360589.03,282912.21,249727.34,54349.29,204252.32,0,124000.67,150561.19,205673.01,1044.52,181548.07,158.79,139508.13,97965.44,214407.12,50709.61,156954.93,148.09,133825.1,4095,86474.27,5255.91,37901.36,62431.08,82378.63,16727.26,6561.36,110983.6,135693.24,80125.95,193234.41,0,0,1388.16,115696.65,106462.55,48982.22,53230.77,62865.33,135693.24,36357.37,50011.46,59063.35,160252.91,75803.72,67377.47,35856.82,7230.1,31650.8,157.68,43236.64,70238.75,64632.75,121448.75,50359.33,94628.34,111755.56,90773.53,39785.74,44761.41,57051.4,36864.92,34396.12,38697.77,41188.81,14561.8,41763.8,88905.42,28923.41,28525.2,19618.49,47642.77,34876.28,2468.49,24321.43,454.09,414.87,10296.45,33455.53,32994.92,50709.61,46662.28,61146.25,1
"TCGA-DD-A3A2-01A-11R-A213-07",1514068.5,869603.57,2171106.91,1299926.74,1567462.05,14971.21,2025714.3,1943195.01,1851161.35,11424.74,1903204.61,267651.2,894051.48,331809.5,92680.9,1578364.61,472513.8,985160.01,863596.77,805764.22,706337.4,355624.68,0,184082.4,4481.23,100023.92,46.18,585779.24,163.28,61146.25,355624.68,345900.08,623486.02,158046.64,0,201440.3,5672.41,49322.93,607.87,99333,12676.65,1909.85,6840.04,7382.04,109455.64,170568.48,161367.56,84694.64,0,0,5329.3,122293.5,62431.08,104996.83,135693.24,10014.87,224.97,54349.29,46986.85,65535,98.04,110983.6,41188.81,22692.63,50709.61,131.51,312,35856.82,71219.26,8.92,46986.85,91404.92,55877.28,62431.08,56265.94,40904.3,52135.28,60723.88,42937.97,49666,38164.99,44452.21,82951.62,4607.24,35363.15,30785.28,38164.99,84694.64,23492.92,22692.63,24.46,8247.98,356.05,0,2485.67,53601.03,88.26,54349.29,5366.37,1832.01,1
"TCGA-CC-A3MB-01A-11R-A213-07",869603.57,57051.4,531605.79,502929.67,517068.97,9151.82,716197.51,606436.73,411347.03,2075.59,322736.12,162489.97,184082.4,226632.25,225066.78,242898.5,236256.4,191899.64,207103.59,249727.34,161367.56,108699.57,0,116501.39,43236.64,45701.96,64632.75,80683.28,2163.77,33224.42,58250.19,99333,112532.89,124863.17,7.82,228208.61,5913.33,7433.4,57448.23,47974.16,23820.89,104996.83,4903.87,5041.77,65535,123144.13,45072.75,91404.92,0,2.92,1733.13,34396.12,102836.01,160252.91,20170.07,33224.42,147.06,24490.61,58655.36,34635.37,49666,71714.63,63302.6,65990.84,19754.96,4769.75,638.15,42054.3,45072.75,18304.63,18689.27,100023.92,13399.51,62865.33,13586.57,56657.31,94628.34,59063.35,25005.23,52497.92,1709.26,37379.55,7966.99,29736.59,61999.83,35363.15,47642.77,5219.6,42937.97,19082,307.69,30785.28,2255.7,11.82,2075.59,40341.14,8718.32,40904.3,7695.57,20451.65,1
"TCGA-EP-A12J-01A-11R-A131-07",1116072.03,363097.14,258533.99,721179.07,220434.95,11827.67,450134.56,391864.76,249727.34,3325.99,288856.81,75803.72,185362.8,126606.21,177811.84,141455.6,209994.66,275175.93,200048.85,229795.93,89523.81,145432.49,0,112532.89,57051.4,97288.74,48.52,198667,307.69,71219.26,155870.75,77934.88,86474.27,343510.77,21.16,185362.8,128373.58,67846.12,8134.41,28723.62,6699.25,77934.88,262143,6381.92,113315.62,61571.56,127486.83,61146.25,0,0,4419.52,71714.63,77396.54,48982.22,4095,656.11,830.75,43840.21,51062.33,45072.75,32.36,58250.19,43840.21,20593.91,34158.52,551.56,271.48,33922.56,68793.23,6.06,88291.3,61999.83,33688.23,32994.92,38164.99,61999.83,67377.47,38966.94,23656.34,32767,38164.99,34158.52,5255.91,4972.34,53230.77,61999.83,21026.65,76330.98,21026.65,48643.87,118.43,4095,2032.85,0,57051.4,43840.21,7966.99,36106.23,27363.16,45072.75,1
"TCGA-ED-A66X-01A-11R-A311-07",1012856.65,46339.95,466008.55,945028.61,386469.83,684.02,649962.87,318292.9,610654.84,444.72,301123.38,172949.54,286861.53,440870.9,539026.74,200048.85,225066.78,172949.54,294926.33,186652.11,237899.7,256748.15,0,78476.96,44145.15,57051.4,872.1,75280.1,146.03,44145.15,88905.42,226632.25,114897.47,226632.25,0,148488.36,16157.44,28525.2,52863.07,32767,63302.6,105727.15,16960.78,1096.5,63742.91,164758.26,57448.23,133825.1,0,0,318.57,7230.1,132900.7,155870.75,2090.03,36610.26,38.95,28525.2,95286.54,21172.91,20030.74,112532.89,114103.8,64186.29,88291.3,1977.24,135693.24,59887.86,16383,85.22,49666,81244.48,10659.59,47642.77,11584.24,75280.1,89523.81,74760.09,7803.01,65535,4802.93,72715.74,16269.83,16045.82,103551.29,27363.16,43840.21,854.13,51062.33,14461.21,8078.22,49322.93,348.71,0,3491.39,92040.7,2193.99,51775.15,27553.49,23330.64,1
"TCGA-DD-A113-01A-11R-A131-07",2097151,113315.62,687022.54,489177,531605.79,571.05,550352.86,711250.37,440870.9,176.29,273275.14,93325.55,191899.64,375901.76,472513.8,305326.92,290865.98,228208.61,459592.86,375901.76,100719.65,186652.11,185.11,228208.61,153724.82,318292.9,71714.63,299043.36,208.38,190574.09,31870.96,343510.77,110216.97,125731.67,0,129266.49,49666,13968.57,234.57,29736.59,23492.92,79022.82,8363.13,607.87,126606.21,185362.8,45072.75,161367.56,33.06,0,202.66,23169.48,82378.63,135693.24,60304.42,76330.98,19754.96,70238.75,44145.15,58250.19,23986.58,129266.49,41763.8,20451.65,8022.41,507.46,121.79,43840.21,24321.43,1519.15,108699.57,56657.31,41475.31,118949.35,40621.74,34158.52,44452.21,19348.38,36610.26,40904.3,11035.54,47642.77,15075.35,26248.46,35856.82,94628.34,51417.5,10733.74,23009.42,18560.17,4607.24,9279.58,185.11,0,5913.33,23009.42,113315.62,31432.17,22380.2,9673.69,1
"TCGA-RC-A6M4-01A-11R-A32O-07",951601.81,118127.7,422911.59,985160.01,320506.81,1757.34,672883.8,1048575,746611.43,1407.55,450134.56,115696.65,450134.56,267651.2,437825.58,242898.5,355624.68,171754.88,641014.63,437825.58,116501.39,253213.41,0,165904.25,81809.59,104271.56,140.04,242898.5,16960.78,90773.53,253213.41,170568.48,71714.63,106462.55,1167.14,100023.92,74243.68,30361.44,27938.14,60723.88,8078.22,142439.51,169390.27,20451.65,187950.38,80125.95,99333,137587.47,0,0,14971.21,141455.6,86474.27,90773.53,9673.69,4836.35,7.4,33224.42,77934.88,63302.6,251.48,75803.72,79572.48,25708.25,27553.49,1477.58,1135.2,45386.27,63302.6,381.68,145432.49,55877.28,82378.63,40062.48,86474.27,57448.23,69753.56,77934.88,20737.16,45072.75,59887.86,61571.56,28525.2,35609.13,95949.32,68318.04,38966.94,80125.95,45072.75,33922.56,256.78,12676.65,8598.28,46.18,7695.57,74760.09,26614.89,66912.05,7032.37,13306.94,1
"TCGA-BC-A3KF-01A-11R-A213-07",881742.8,228208.61,925580.18,1535204.12,932018.1,17804.06,1034138.94,919186.72,800198.39,10659.59,602247.76,97965.44,397335,82378.63,434801.29,149521.18,585779.24,360589.03,220434.95,358098.26,113315.62,318292.9,0,181548.07,48643.87,62431.08,7331.05,198667,10084.54,45386.27,193234.41,175363.84,77396.54,159145.95,0,80125.95,2163.77,258533.99,104271.56,26800.01,13681.08,107948.72,8538.88,10225.32,118949.35,108699.57,128373.58,107203.06,3.86,21.94,5329.3,35118.87,59063.35,43537.38,113315.62,15180.22,2384.37,19482.97,57847.82,52135.28,988.12,68318.04,28723.62,39510.91,58250.19,1437.15,1529.73,35856.82,39510.91,2255.7,38164.99,34876.28,29943.43,78476.96,31870.96,37121.34,41475.31,28132.47,9474.59,40621.74,31650.8,46662.28,17804.06,14971.21,59474.18,19348.38,30151.71,3372.43,38966.94,38697.77,108.9,23986.58,3212.66,0,1135.2,33224.42,23820.89,21320.18,11189.6,14163.58,1
"TCGA-DD-AADC-01A-11R-A41C-07",145432.49,172949.54,320506.81,682276.92,336441.4,2351.53,565825.41,320506.81,345900.08,860.08,329517.51,74760.09,277089.94,417089.23,894051.48,115696.65,229795.93,294926.33,180294.02,197294.7,150561.19,277089.94,0,84694.64,22535.88,34396.12,2061.24,94628.34,8247.98,23169.48,59063.35,106462.55,115696.65,101420.22,78.89,44761.41,18560.17,15715.58,60723.88,41188.81,107203.06,132900.7,47642.77,26614.89,102125.66,40341.14,56265.94,193234.41,0,4.66,8778.97,64186.29,99333,98646.85,2255.7,11424.74,291.04,6294.04,45701.96,12244.81,140478.49,72715.74,62431.08,65990.84,35609.13,3955.48,114.36,92680.9,22692.63,41.52,40062.48,83528.61,21768.19,67846.12,21468.49,53973.86,56265.94,40341.14,14461.21,73221.53,684.02,90773.53,14461.21,10154.69,125731.67,16727.26,106462.55,1662.49,58250.19,12329.98,17804.06,40341.14,16496.96,214.27,2468.49,118127.7,5041.77,72213.45,14361.31,3982.99,1
"TCGA-XR-A8TC-01A-11R-A36F-07",627822.72,36106.23,687022.54,1116072.03,606436.73,1769.57,789181.81,565825.41,558035.51,915.51,565825.41,104271.56,394590.4,299043.36,271387.49,318292.9,414208.18,391864.76,345900.08,355624.68,152662.96,381149.17,0,229795.93,38697.77,38966.94,253.23,205673.01,860.08,25530.66,163620.18,286861.53,135693.24,131982.68,11.47,73730.83,2573.36,73221.53,40062.48,45701.96,37121.34,98646.85,19348.38,3716.2,156954.93,140478.49,118949.35,115696.65,0,0,2032.85,21768.19,118127.7,127486.83,62865.33,17927.91,1427.22,33455.53,151608.43,68793.23,21.47,104271.56,55877.28,15075.35,43537.38,441.64,23009.42,59887.86,57448.23,281.09,69271.73,90146.51,31215.04,55491.3,32092.64,53601.03,59887.86,63742.91,8963.45,57448.23,57847.82,117311.73,26248.46,7911.95,74760.09,34635.37,36864.92,791.35,36610.26,16611.71,103.69,10440.2,392.44,0,1594.73,77396.54,10296.45,35363.15,6294.04,61999.83,1
"TCGA-DD-A1EK-01A-11R-A213-07",951601.81,951601.81,1600397.78,1290947.48,1318073.06,318292.9,1290947.48,1012856.65,912837.43,120609.84,1085552.95,307450.64,581732.96,479109.86,370726.6,440870.9,751804.53,619179.28,271387.49,440870.9,73730.83,589853.66,463.65,316094.29,111755.56,151608.43,241220.67,186652.11,607.87,104996.83,242898.5,320506.81,92040.7,153724.82,59.97,84109.6,173.85,78476.96,39785.74,61571.56,62865.33,113315.62,11745.96,2976.74,48982.22,104271.56,160252.91,122293.5,718.08,0,18689.27,72715.74,69753.56,81244.48,39785.74,49322.93,4512.4,45386.27,32767,58655.36,20170.07,94628.34,33455.53,35363.15,17681.08,12076.21,127.89,43840.21,25354.3,8022.41,63302.6,42641.37,49322.93,77396.54,54727.32,34158.52,46986.85,40904.3,36357.37,46986.85,15392.14,32540.65,28525.2,18052.61,30572.63,57051.4,33224.42,19892.37,22225.61,88905.42,17078.76,15499.21,133.36,121.79,9215.48,38430.46,15075.35,42346.82,25530.66,72213.45,1
"TCGA-DD-AAVV-01A-11R-A41C-07",550352.86,569761.05,402881.61,400098.69,334117.42,25354.3,437825.58,489177,322736.12,3325.99,253213.41,440870.9,195931.88,248002.34,636586.81,286861.53,127486.83,124863.17,411347.03,164758.26,75803.72,127486.83,0,176583.6,305326.92,313910.86,121448.75,134755.94,20310.37,284880.02,74243.68,170568.48,35363.15,150561.19,1540.37,348306.01,27174.14,18689.27,21468.49,221968.2,93325.55,73221.53,8134.41,18178.19,118127.7,151608.43,34635.37,112532.89,0,12.18,9540.5,54727.32,138544.47,91404.92,23330.64,112532.89,46019.85,46019.85,66449.85,140478.49,124863.17,112532.89,61571.56,130165.62,4704.07,20737.16,201.25,61999.83,59063.35,10084.54,87075.75,51775.15,146444.06,40341.14,142439.51,111755.56,55107.99,64186.29,37379.55,66912.05,1950,47642.77,38430.46,75280.1,74243.68,51062.33,61146.25,4210.15,69271.73,36610.26,2855.44,63742.91,6037.61,674.59,5441.3,51062.33,15392.14,50709.61,51062.33,72213.45,1
"TCGA-DD-AACV-01A-11R-A41C-07",593956.43,123144.13,623486.02,546551.29,614902.29,2520.38,677564.08,414208.18,422911.59,624.99,348306.01,117311.73,370726.6,189257.69,118949.35,368165.8,343510.77,365622.68,275175.93,263966.36,150561.19,290865.98,0,263966.36,117311.73,95286.54,67.59,153724.82,7081.29,82378.63,193234.41,141455.6,327241.36,42054.3,32.36,229795.93,47.5,133825.1,80683.28,68318.04,37379.55,174152.51,8022.41,10296.45,165904.25,130165.62,127486.83,57847.82,0,0,7433.4,26248.46,96616.71,74243.68,72715.74,6887.62,8.85,47313.67,52863.07,55877.28,38.12,104996.83,41763.8,7857.29,79572.48,279.14,91.41,19482.97,112532.89,82.29,72213.45,43537.38,20881.4,51775.15,25005.23,49666,48982.22,56265.94,18560.17,25354.3,24490.61,23986.58,22225.61,26431.04,48307.85,44145.15,104271.56,14163.58,60304.42,38697.77,307.69,23492.92,8247.98,24.63,4903.87,40904.3,75280.1,44761.41,3982.99,4210.15,1
"TCGA-CC-A3MA-01A-11R-A213-07",195931.88,50359.33,746611.43,45072.75,672883.8,2335.28,450134.56,757033.75,900270.11,1427.22,502929.67,42054.3,469249.9,79022.82,71219.26,33224.42,394590.4,307450.64,38430.46,353168.2,26614.89,226632.25,0,95949.32,14461.21,30999.42,2224.63,15392.14,4575.41,35856.82,59063.35,9808.75,9279.58,130165.62,0,46019.85,9740.98,6607.01,7695.57,14867.79,23492.92,13033.07,27745.15,8538.88,11745.96,10808.41,48982.22,36106.23,7.69,0,4836.35,5954.47,191899.64,124000.67,4736.79,2417.67,211.31,5255.91,134755.94,4769.75,38.12,14867.79,104996.83,117311.73,4038.61,3768.09,17.77,86474.27,3146.52,11.38,8479.89,55491.3,21768.19,65535,20451.65,84109.6,149521.18,93974.69,14561.8,84694.64,4010.71,179048.63,4481.23,12329.98,75280.1,3372.43,65990.84,3081.75,61146.25,20451.65,164758.26,144427.91,6164.49,0,2682.69,42054.3,3820.7,84694.64,28723.62,6337.83,1
"TCGA-DD-A1EC-01A-21R-A131-07",145432.49,72715.74,875652.15,1662.49,851707.37,8191,869603.57,1139523.1,496005.67,19482.97,546551.29,172949.54,263966.36,569761.05,156954.93,35118.87,249727.34,329517.51,23656.34,303217.87,2956.17,189257.69,0,122293.5,345900.08,462789.59,33922.56,223512.12,3639.7,313910.86,124000.67,21026.65,60304.42,437825.58,5594.3,260332.24,141455.6,262.2,54.33,59887.86,616.37,11345.82,5076.84,43840.21,7589.61,1023,95286.54,64632.75,13.52,0,18950.18,20.86,70727.3,84109.6,896.64,92040.7,21617.82,1896.65,57051.4,45701.96,129266.49,62865.33,46019.85,117311.73,9.27,24660.96,11.47,61571.56,64.8,7857.29,2520.38,95286.54,47974.16,94628.34,33688.23,41763.8,59063.35,41188.81,19754.96,68793.23,55877.28,46339.95,332.14,43236.64,35118.87,70238.75,48643.87,14065.74,26614.89,32315.87,384.34,36106.23,9808.75,169.07,1268.46,42641.37,5.77,55877.28,92680.9,13215.02,1
"TCGA-CC-A5UC-01A-11R-A28V-07",925580.18,126606.21,912837.43,2476720.12,573724.06,11345.82,875652.15,1034138.94,919186.72,12589.08,506427.83,106462.55,1019901.63,466008.55,509950.32,185362.8,606436.73,164758.26,290865.98,400098.69,271387.49,434801.29,0,154794.07,88905.42,60723.88,10296.45,111755.56,5076.84,55107.99,59063.35,128373.58,114897.47,81809.59,6.89,239554.43,12853.63,67846.12,353168.2,48643.87,27745.15,87681.42,7642.41,11345.82,128373.58,97965.44,43840.21,141455.6,0,0,5633.22,29943.43,152662.96,155870.75,12943.04,48307.85,88.88,18950.18,130165.62,50011.46,46019.85,57847.82,83528.61,59063.35,141455.6,9673.69,363097.14,102125.66,30572.63,1685.71,28132.47,80683.28,10440.2,85283.74,10585.95,77934.88,62431.08,134755.94,11424.74,80683.28,6250.56,155870.75,26800.01,12415.75,76861.91,19754.96,60304.42,8421.31,88905.42,19214.73,2271.4,41763.8,5403.7,0,2758.13,107948.72,4481.23,65535,13776.25,8718.32,1
"TCGA-DD-A39Y-01A-11R-A213-07",383800.28,110983.6,141455.6,1645391.11,48307.85,3349.13,93325.55,208544.12,145432.49,1081.39,80125.95,114103.8,69753.56,345900.08,1493223.86,25354.3,55107.99,12244.81,338781.54,36610.26,100719.65,55107.99,0,215898.44,114103.8,99333,16045.82,64632.75,536.45,112532.89,7537.18,175363.84,146444.06,62865.33,14.45,56657.31,4869.99,19214.73,124000.67,34396.12,27363.16,43840.21,5791.62,2915.45,103551.29,94628.34,4239.45,400098.69,0,0,1233.75,98646.85,90773.53,114897.47,2351.53,24660.96,7.63,26800.01,73730.83,42937.97,37639.55,13306.94,193234.41,28525.2,27174.14,22692.63,872.1,48982.22,11267.44,17,40621.74,26986.43,48643.87,79572.48,50359.33,49666,52135.28,68318.04,3280.18,63742.91,77.79,50359.33,12853.63,32767,142439.51,20170.07,38966.94,143.01,43537.38,22850.48,31870.96,57448.23,656.11,423.61,718.08,68793.23,9344.14,76330.98,10154.69,9215.48,1
"TCGA-DD-AACU-01A-11R-A41C-07",546551.29,74243.68,231394.29,539026.74,202841.44,23330.64,263966.36,220434.95,231394.29,14663.09,200048.85,67846.12,118127.7,288856.81,492579.5,215898.44,110983.6,152662.96,341137.96,113315.62,215898.44,155870.75,0,162489.97,77396.54,70727.3,8247.98,108699.57,199.85,75803.72,26614.89,168220.2,104271.56,162489.97,27.05,134755.94,18304.63,155870.75,25530.66,24490.61,63742.91,104271.56,15180.22,4388.98,79572.48,85876.94,22225.61,160252.91,0,0,651.58,30361.44,95949.32,130165.62,17437.64,9474.59,1030.12,35118.87,79022.82,72715.74,18052.61,118127.7,46662.28,41475.31,74243.68,3901.01,454.09,39510.91,27363.16,3443.31,74243.68,58250.19,62865.33,37121.34,66912.05,59887.86,65082.31,41763.8,25354.3,43840.21,12329.98,46339.95,14461.21,67377.47,61571.56,25708.25,34635.37,12160.22,47974.16,41475.31,536.45,14663.09,1151.06,108.9,6250.56,61999.83,40904.3,45701.96,17927.91,16157.44,1
"TCGA-5R-AA1C-01A-11R-A41C-07",170568.48,475800.4,212926.09,447025.24,228208.61,76330.98,363097.14,355624.68,305326.92,47974.16,194578.47,55107.99,209994.66,122293.5,475800.4,82951.62,144427.91,170568.48,520665.48,200048.85,2417.67,155870.75,0,49666,50709.61,60723.88,1277.29,118127.7,155.5,68318.04,17558.94,109455.64,59887.86,284880.02,314.17,95949.32,28132.47,42937.97,3874.05,24832.5,31870.96,46986.85,169390.27,1127.35,147462.67,72715.74,22380.2,249727.34,0,0,11424.74,133825.1,95286.54,99333,3564.78,7803.01,12.27,34158.52,62431.08,37639.55,140.04,12160.22,36106.23,18950.18,43537.38,11189.6,599.49,36864.92,85876.94,31.9,89523.81,79572.48,45386.27,55491.3,46339.95,76330.98,75280.1,54349.29,52135.28,38966.94,38966.94,33224.42,13033.07,15075.35,39237.98,28923.41,29531.18,70727.3,25354.3,43840.21,93325.55,13968.57,111.99,19.11,16843.62,48307.85,2400.97,32767,20737.16,81809.59,1
"TCGA-MI-A75G-01A-11R-A32O-07",757033.75,292889.12,277089.94,1374046.07,156954.93,4328.55,301123.38,440870.9,225066.78,1832.01,190574.09,138544.47,165904.25,277089.94,443937.41,589853.66,225066.78,80683.28,1041331.96,198667,355624.68,115696.65,0,275175.93,87075.75,80683.28,4123.49,355624.68,9606.86,51775.15,80125.95,462789.59,186652.11,112532.89,83.45,110983.6,43236.64,65990.84,181548.07,52497.92,48982.22,135693.24,7966.99,81244.48,156954.93,220434.95,37639.55,61999.83,0,0,47642.77,16269.83,131071,87075.75,40341.14,15934.98,532.74,26800.01,107948.72,55107.99,2664.15,107948.72,46662.28,20030.74,55491.3,11112.3,297.17,81809.59,55107.99,9.13,37639.55,74760.09,40621.74,46986.85,42937.97,97965.44,100719.65,92680.9,30361.44,82951.62,52135.28,65990.84,64186.29,18304.63,57051.4,30785.28,64186.29,36106.23,80125.95,48307.85,323.03,12853.63,33688.23,0,32540.65,78476.96,25530.66,75280.1,4239.45,37121.34,1
"TCGA-CC-A1HT-01A-11R-A131-07",32315.87,16045.82,184082.4,293.07,129266.49,97965.44,221968.2,225066.78,149521.18,18178.19,170568.48,65990.84,113315.62,57448.23,241220.67,559.28,148488.36,88905.42,39237.98,76330.98,1001.93,146444.06,0,84694.64,51775.15,53973.86,25354.3,5255.91,490.14,54349.29,48307.85,36610.26,12502.12,414208.18,35.5,25708.25,50.63,536.45,205.5,21320.18,9740.98,4802.93,6426.31,8479.89,9409.14,638.15,27938.14,198667,6.21,0,2573.36,11112.3,155870.75,137587.47,423.61,878.17,12589.08,3124.78,79022.82,23169.48,50011.46,8538.88,80125.95,114103.8,87.65,22692.63,281.09,46339.95,121.79,5.32,10296.45,55877.28,25354.3,66912.05,25005.23,93325.55,40621.74,79572.48,28723.62,51417.5,110.43,56265.94,208.38,38697.77,89523.81,12244.81,38430.46,1883.54,49666,14163.58,15607.02,124000.67,2104.58,13872.08,18819.27,44761.41,3639.7,41188.81,139508.13,13215.02,1
"TCGA-EP-A2KA-01A-11R-A180-07",2025714.3,9344.14,231394.29,275175.93,94628.34,954.43,254974.66,659036.03,338781.54,376.41,179048.63,234624.45,275175.93,1026995.62,305326.92,120609.84,201440.3,33922.56,244588,187950.38,197294.7,61999.83,0,408505.64,71714.63,71714.63,2485.67,53230.77,135.24,38430.46,71714.63,40062.48,63742.91,466008.55,540.19,60723.88,19082,15392.14,160252.91,42346.82,52863.07,54349.29,3349.13,11424.74,131982.68,115696.65,18689.27,102125.66,0,0,4328.55,28923.41,338781.54,214407.12,37639.55,24660.96,21919.61,13968.57,151608.43,212926.09,70238.75,162489.97,129266.49,51775.15,1369.04,30572.63,115.16,164758.26,27553.49,21.47,16496.96,120609.84,131982.68,67377.47,130165.62,107948.72,345900.08,150561.19,35118.87,140478.49,218.79,84109.6,33224.42,30572.63,135693.24,61999.83,66449.85,5791.62,151608.43,25887.07,4639.29,81244.48,114.36,392.44,39510.91,214407.12,27938.14,279017.26,78476.96,16496.96,1
"TCGA-ED-A627-01A-12R-A311-07",762299.34,869603.57,489177,329517.51,459592.86,365622.68,375901.76,373305.21,419990.32,307450.64,389157.95,365622.68,383800.28,520665.48,212926.09,239554.43,190574.09,217400.14,318292.9,229795.93,200048.85,164758.26,0,358098.26,202841.44,191899.64,45701.96,153724.82,55107.99,167058.21,34396.12,131982.68,85876.94,305326.92,0,145432.49,108699.57,29736.59,94628.34,89523.81,117311.73,87681.42,14561.8,89523.81,93974.69,110983.6,26800.01,92040.7,0,14.67,58250.19,35856.82,104271.56,142439.51,42937.97,101420.22,32767,75280.1,50359.33,91404.92,785.88,80125.95,38164.99,86474.27,40904.3,55107.99,483.38,55877.28,32540.65,351.14,12764.83,102125.66,72715.74,40341.14,73221.53,53230.77,70727.3,65990.84,79022.82,57448.23,25005.23,50709.61,59887.86,34158.52,40621.74,54349.29,41763.8,27745.15,36610.26,74760.09,1769.57,53230.77,29327.18,0,14065.74,74243.68,22850.48,60304.42,66449.85,41188.81,1
