"","PNLIP","CELA3A","CLPS","MT.CO1","CELA3B","REG1A","MT.ATP8","MT.ATP6","MT.ND4","MT.CO2","MT.CO3","SYCN","TG","MT.ND3","MT.ND4L","MT.CYB","MT.ND2","MT.ND1","MT.ND6","CLU","CELA2A","B2M","FN1","MT.ND5","CPA1","FTH1","S100A6","CTSB","HSPA1B","EEF1A1","TMSB4X","CD74","RPS27","FTL","GNAS","GPX3","HSPA1A","MT1G","NPC2","TMSB10","TPT1","SFTPB","CALCA","TPO","HLA.B","TIMP1","RPL13","RPL37A","RPL41","INS","SLC34A2","HBA2","RPL10","RPL13A","RPS29","ACTB","APOE","RPL31","RPS24","AL590235.1","SPARC","VIM","TFF3","GP2","RPS18","SERPINA1","HBB","RPL12","RPL39","MT1X","RPS11","HLA.A","RPS6","RPL3","RPL26","RPS19","RPL28","ACTG1","RPL27A","GAPDH","DNAJB1","RPS2","RPS4X","RPS23","RPS4Y1","UBC","DPRX","RPS20","CHI3L1","RPL24","RPL34","RPS3A","S100A4","RPL7A","C3","CALR","HSP90B1","RPL8","HLA.C","ANXA1","Y"
"TCGA-BJ-A0Z9-01A-11R-A10U-07",0,0,0,212926.09,0,0,610654.84,623486.02,229795.93,472513.8,636586.81,0,83528.61,212926.09,172949.54,141455.6,345900.08,336441.4,35856.82,654483.73,0,187950.38,220434.95,35363.15,0,338781.54,180294.02,74760.09,4239.45,218912.29,79022.82,53230.77,110216.97,92040.7,26800.01,57051.4,2739.08,178.77,43537.38,77396.54,131982.68,26248.46,6.67,7.57,46019.85,31870.96,82378.63,95949.32,84694.64,0,50359.33,146.03,79572.48,84109.6,61571.56,75280.1,9808.75,76330.98,67846.12,0,15824.9,71714.63,37.85,0,90773.53,21026.65,152.28,70727.3,55107.99,6079.61,69271.73,40621.74,64186.29,66912.05,61571.56,66449.85,71219.26,96616.71,64632.75,81244.48,3190.46,61571.56,29327.18,47642.77,10.88,32092.64,0,47642.77,2720.15,50709.61,45386.27,43537.38,7485.11,58655.36,41188.81,11909.94,10959.3,71219.26,31432.17,36864.92,1
"TCGA-DJ-A3UN-01A-11R-A22L-07",0,0,0,171754.88,0,0,288856.81,292889.12,167058.21,275175.93,231394.29,0,456418.21,215898.44,104271.56,99333,100719.65,53601.03,39510.91,256748.15,0,194578.47,67846.12,25354.3,0,114897.47,97965.44,175363.84,3103.19,284880.02,93974.69,38430.46,139508.13,85876.94,74760.09,29736.59,713.11,1529.73,118127.7,66912.05,109455.64,3639.7,2.58,2255.7,28923.41,32315.87,57448.23,90146.51,86474.27,0,4095,1662.49,85283.74,71714.63,75280.1,32994.92,50709.61,66912.05,84109.6,0,42641.37,51417.5,934.76,0,61999.83,24832.5,2178.83,65990.84,51775.15,26067.14,63302.6,19348.38,56265.94,42937.97,65990.84,40621.74,54727.32,60723.88,61571.56,43537.38,902.89,32540.65,51417.5,52497.92,0,22535.88,0,49666,1950,55877.28,52135.28,49666,17197.56,59063.35,10440.2,17927.91,17317.18,55107.99,17317.18,35609.13,1
"TCGA-EM-A2CQ-01A-11R-A180-07",0,0,0,527933.71,20.71,0,1005860.33,912837.43,482442.34,338781.54,370726.6,0,565825.41,254974.66,322736.12,241220.67,269512.87,225066.78,120609.84,60723.88,0,124863.17,12415.75,69271.73,0,138544.47,25708.25,185362.8,1819.35,262143,50709.61,22225.61,107203.06,58655.36,131982.68,121448.75,1639.59,38164.99,33455.53,22535.88,140478.49,2758.13,8,18178.19,13681.08,3419.52,63302.6,80125.95,88905.42,0,5913.33,688.78,80125.95,70727.3,58250.19,49666,791.35,71219.26,68793.23,0,25530.66,69271.73,5711.87,0,69271.73,1781.89,1697.45,48307.85,71714.63,27363.16,61999.83,14461.21,57448.23,68318.04,61571.56,37901.36,37639.55,65535,56657.31,37121.34,1059.11,35609.13,38697.77,46019.85,27.44,20310.37,0,37639.55,269.6,35609.13,46019.85,46986.85,1191.69,48982.22,1467.37,20593.91,22380.2,58250.19,11909.94,8840.04,1
"TCGA-BJ-A3PR-01A-11R-A220-07",0,0,0,294926.33,0,0,353168.2,527933.71,277089.94,383800.28,472513.8,0,131982.68,417089.23,115696.65,179048.63,214407.12,164758.26,149521.18,118949.35,0,531605.79,109455.64,48307.85,13.12,153724.82,149521.18,107203.06,1081.39,200048.85,231394.29,150561.19,218912.29,119776.72,38164.99,26614.89,1950,14461.21,46339.95,102836.01,109455.64,25354.3,4.17,6381.92,98646.85,28328.16,99333,98646.85,108699.57,0,13776.25,1096.5,110216.97,114897.47,96616.71,85283.74,17804.06,97288.74,76330.98,0,15824.9,35609.13,3928.15,0,87075.75,18052.61,1001.93,66449.85,74243.68,11745.96,105727.15,53973.86,74760.09,69753.56,73730.83,79022.82,73221.53,51775.15,75280.1,47642.77,1081.39,65082.31,42641.37,65990.84,0,29327.18,0,71714.63,4450.27,50359.33,63742.91,56657.31,12244.81,57051.4,21320.18,11424.74,11504.21,66912.05,27553.49,19892.37,1
"TCGA-EM-A2CO-01A-11R-A19O-07",0,0,0,2884719.27,0,0,1432396.03,2171106.91,1788103.97,1622738.51,2156109.97,0,520665.48,1645391.11,1514068.5,1123834.93,932018.1,721179.07,381149.17,7485.11,0,143430.26,5255.91,282912.21,0,119776.72,22850.48,428815.23,3060.45,144427.91,25530.66,31650.8,97288.74,57051.4,145432.49,48982.22,503.95,10014.87,25530.66,14765.09,124863.17,88.88,24.63,51417.5,8538.88,2287.2,73221.53,55491.3,76861.91,0,67.59,356.05,86474.27,59063.35,67846.12,75280.1,1286.18,46339.95,66449.85,0,23492.92,24660.96,3257.52,0,63742.91,507.46,454.09,35856.82,131982.68,16045.82,57448.23,5517.27,55107.99,58655.36,71714.63,35856.82,40062.48,77934.88,63742.91,77934.88,1159.07,38164.99,35609.13,55877.28,24.81,30785.28,0,54349.29,130.6,38966.94,48982.22,44145.15,1909.85,51062.33,2047,21172.91,16383,73730.83,4419.52,3690.52,1
"TCGA-EL-A3CL-01A-11R-A19O-07",0,0,78.89,205673.01,0,0,182810.84,286861.53,182810.84,279017.26,237899.7,0,223512.12,182810.84,143430.26,120609.84,114897.47,76330.98,76861.91,211455.3,0,153724.82,99333,61146.25,11.82,107203.06,100023.92,89523.81,2664.15,320506.81,102125.66,20593.91,126606.21,85876.94,38164.99,32540.65,2627.46,595.34,61999.83,50011.46,109455.64,4358.66,1151.06,947.83,19618.49,59063.35,70238.75,81809.59,86474.27,0,10368.08,172.65,83528.61,79572.48,63302.6,32315.87,21919.61,55107.99,100719.65,0,25354.3,25530.66,241.19,0,63302.6,40341.14,212.78,58250.19,57847.82,2682.69,61146.25,20737.16,54727.32,53601.03,59063.35,53601.03,53601.03,72715.74,53601.03,37121.34,1167.14,39510.91,42937.97,51062.33,13.72,29327.18,0,47313.67,341.51,41475.31,53601.03,55107.99,14361.31,57051.4,23656.34,19348.38,16843.62,53601.03,13586.57,16383,1
"TCGA-FY-A3WA-01A-11R-A22L-07",0,10.88,0,104996.83,0,0,223512.12,190574.09,106462.55,137587.47,165904.25,0,598087.73,141455.6,76330.98,85283.74,93974.69,59474.18,34158.52,20881.4,21.01,75803.72,3081.75,29736.59,0,41763.8,10368.08,47974.16,4481.23,93974.69,13123.73,7032.37,59887.86,48643.87,47313.67,78476.96,7589.61,15607.02,6471.02,11827.67,38164.99,114.36,6.73,50359.33,5672.41,5147.73,19082,36864.92,95286.54,0,59.97,102125.66,27363.16,35363.15,30999.42,74760.09,2018.8,28328.16,34396.12,0,17927.91,17804.06,1909.85,0,26614.89,819.3,92680.9,20310.37,23330.64,7911.95,39785.74,6561.36,21617.82,18178.19,21172.91,20170.07,18304.63,60723.88,28923.41,8078.22,995,13586.57,16045.82,22535.88,0,194578.47,1.62,18178.19,85.22,21617.82,23169.48,23656.34,819.3,23330.64,379.04,22692.63,127486.83,21468.49,3280.18,7331.05,1
"TCGA-EL-A3H4-01A-11R-A206-07",0,0,0,672883.8,0,0,985160.01,496005.67,422911.59,443937.41,527933.71,0,130165.62,355624.68,440870.9,237899.7,236256.4,182810.84,61999.83,402881.61,0,296977.71,133825.1,81809.59,0,180294.02,76330.98,127486.83,2384.37,253213.41,83528.61,32092.64,194578.47,54727.32,53601.03,64186.29,2178.83,215.77,49666,65990.84,159145.95,42937.97,0.46,1350.18,22535.88,33224.42,56265.94,74243.68,60304.42,0,74760.09,967.76,77934.88,57051.4,109455.64,43840.21,10084.54,54349.29,104271.56,0,19618.49,50709.61,105.15,0,62431.08,32540.65,1295.13,63742.91,52135.28,8718.32,61571.56,19082,49322.93,57051.4,80683.28,48307.85,56265.94,89523.81,68318.04,29736.59,1073.91,37901.36,47642.77,49322.93,0,31432.17,0,47642.77,5076.84,53230.77,31215.04,48643.87,9808.75,56657.31,25887.07,10154.69,12502.12,39237.98,12415.75,28525.2,1
"TCGA-EL-A3MY-01A-11R-A21D-07",0,0,0,479109.86,0,0,425853.18,431797.89,394590.4,405683.88,475800.4,0,60723.88,411347.03,223512.12,201440.3,202841.44,123144.13,82951.62,229795.93,5.41,154794.07,280957.98,50709.61,0,223512.12,172949.54,68793.23,19214.73,286861.53,185362.8,47313.67,123144.13,67377.47,31650.8,13586.57,22225.61,110.43,52135.28,97965.44,121448.75,26431.04,3.56,802.41,37379.55,29531.18,86474.27,93974.69,88291.3,0,31870.96,884.29,84694.64,83528.61,75803.72,65990.84,3280.18,72213.45,77396.54,0,74760.09,49666,25.54,0,80683.28,22225.61,738.29,56657.31,59063.35,8963.45,68793.23,22225.61,66912.05,65082.31,71714.63,69753.56,54727.32,80683.28,55107.99,54727.32,5076.84,44145.15,35856.82,58655.36,34158.52,34876.28,0,55491.3,3325.99,54727.32,51775.15,59474.18,60304.42,63302.6,16611.71,10225.32,9151.82,57448.23,15934.98,30151.71,1
"TCGA-DJ-A4UT-01A-11R-A250-07",0,0,0,696613.03,7.75,0,645473.24,741454.2,627822.72,602247.76,585779.24,0,158046.64,606436.73,402881.61,355624.68,378516.38,209994.66,225066.78,91404.92,52.82,394590.4,124863.17,140478.49,4.54,129266.49,136637.07,133825.1,2384.37,204252.32,177811.84,118127.7,115696.65,78476.96,79572.48,45386.27,3614.55,8901.53,77934.88,106462.55,129266.49,10808.41,33.06,1745.2,54349.29,41475.31,97965.44,82378.63,63742.91,0,17437.64,3395.89,84109.6,79022.82,63742.91,68793.23,15180.22,61999.83,70238.75,0,45072.75,75803.72,981.29,0,65990.84,25354.3,2591.27,56657.31,45386.27,9088.59,71219.26,50709.61,59887.86,65535,50359.33,62865.33,72715.74,66912.05,61571.56,49666,1059.11,56265.94,34396.12,49322.93,0,27553.49,2.25,55107.99,7280.4,54349.29,52497.92,38966.94,11035.54,55877.28,13033.07,16496.96,11584.24,54349.29,24660.96,31215.04,1
"TCGA-FE-A22Z-01A-11R-A16R-07",0,0,0,869603.57,0,8.85,711250.37,606436.73,649962.87,783730.52,636586.81,0,135693.24,593956.43,546551.29,400098.69,343510.77,171754.88,322736.12,195931.88,0,150561.19,231394.29,220434.95,4.7,209994.66,160252.91,147462.67,1583.71,305326.92,175363.84,34396.12,160252.91,83528.61,45386.27,15075.35,217.27,100.13,91404.92,101420.22,153724.82,17437.64,3.03,74.58,17804.06,43840.21,125731.67,111755.56,90773.53,0,47642.77,4419.52,191899.64,82951.62,85283.74,71219.26,7180.15,74243.68,96616.71,0,44452.21,57051.4,19.68,0,91404.92,82378.63,3081.75,90146.51,59063.35,5633.22,82378.63,23492.92,76330.98,81809.59,43840.21,57847.82,87681.42,122293.5,81244.48,69271.73,802.41,67377.47,63302.6,63302.6,13.22,39237.98,0,58655.36,2271.4,66449.85,45072.75,57847.82,32767,125731.67,5255.91,14971.21,11189.6,66912.05,8538.88,35118.87,1
"TCGA-CE-A481-01A-21R-A23W-07",0,0,0,299043.36,0,0,378516.38,389157.95,246289.25,275175.93,269512.87,0,307450.64,218912.29,158046.64,120609.84,124000.67,64186.29,122293.5,175363.84,0,221968.2,28723.62,72213.45,15.45,81244.48,60304.42,52497.92,2032.85,226632.25,113315.62,53601.03,100023.92,53601.03,83528.61,42054.3,2915.45,1651,56265.94,61571.56,124863.17,3589.58,80.01,3614.55,29327.18,33688.23,64186.29,71219.26,77396.54,0,961.07,497,70238.75,69753.56,65990.84,50011.46,33688.23,65082.31,69271.73,0,40341.14,51775.15,2133.97,0,58250.19,11827.67,329.84,49666,47642.77,4836.35,59063.35,26248.46,55107.99,67846.12,47642.77,48643.87,39785.74,46019.85,55107.99,50011.46,988.12,35363.15,44145.15,49322.93,0,15499.21,0,46986.85,1651,46339.95,52135.28,50011.46,10659.59,47313.67,8305.36,18560.17,18304.63,48982.22,13968.57,24321.43,1
"TCGA-ET-A3DR-01A-11R-A19O-07",0,0,0,102125.66,0,0,104996.83,169390.27,93974.69,141455.6,162489.97,0,290865.98,170568.48,76330.98,73221.53,76861.91,48307.85,10959.3,299043.36,0,98646.85,54727.32,12160.22,0,73730.83,74243.68,75803.72,3955.48,251464.33,61571.56,16960.78,107948.72,33688.23,34635.37,84109.6,5555.65,1721.16,32315.87,56657.31,102836.01,20030.74,8.65,16383,8778.97,27174.14,59474.18,63302.6,66912.05,0,19348.38,7485.11,67846.12,72715.74,43840.21,50709.61,10368.08,66912.05,74243.68,0,35118.87,62865.33,1991,0,62865.33,12676.65,5872.48,51417.5,53230.77,3928.15,50359.33,7642.41,56657.31,71219.26,54349.29,42054.3,38164.99,70238.75,50359.33,25708.25,2075.59,36357.37,38164.99,47313.67,0,39237.98,0,39785.74,303.44,46019.85,49322.93,52863.07,7081.29,48307.85,2915.45,22850.48,27363.16,46339.95,4481.23,24490.61,1
"TCGA-ET-A25J-01A-11R-A16R-07",0,0,0,659036.03,0,5.63,1041331.96,1108362.75,569761.05,757033.75,623486.02,0,226632.25,290865.98,343510.77,397335,296977.71,301123.38,146444.06,82378.63,0,311742.51,65990.84,81809.59,0,161367.56,73221.53,123144.13,3515.68,345900.08,48643.87,41475.31,131982.68,62865.33,88905.42,30361.44,1674.06,629.35,73221.53,43236.64,131982.68,25354.3,18.56,2451.44,65082.31,31432.17,94628.34,107203.06,102125.66,0,41475.31,273.37,102836.01,84694.64,83528.61,40904.3,3443.31,84694.64,85283.74,0,26431.04,22850.48,81.14,0,85283.74,24490.61,316.37,70238.75,62865.33,7911.95,71714.63,52135.28,69753.56,80683.28,74243.68,50359.33,56265.94,65535,65990.84,32092.64,1175.27,57847.82,73221.53,63742.91,0,14971.21,0,42346.82,31650.8,46019.85,54727.32,56265.94,5366.37,70727.3,3018.3,14867.79,11112.3,69753.56,35609.13,21919.61,1
"TCGA-ET-A2N5-01A-11R-A18C-07",0,0,0,602247.76,0,0,383800.28,422911.59,383800.28,496005.67,554180.87,0,992012.34,324980.94,193234.41,163620.18,197294.7,102125.66,181548.07,124000.67,0,136637.07,1628.26,87681.42,0,100023.92,42054.3,170568.48,1127.35,236256.4,43537.38,16157.44,108699.57,104996.83,91404.92,114897.47,1529.73,30151.71,55491.3,27938.14,152662.96,62.56,4.98,45386.27,14361.31,16960.78,59474.18,87075.75,98646.85,0,470.14,3614.55,88905.42,70238.75,75280.1,35118.87,8538.88,80125.95,75280.1,0,20881.4,18431.96,3419.52,0,62431.08,878.17,11035.54,49322.93,59474.18,37901.36,61999.83,9151.82,63302.6,72213.45,60304.42,36106.23,31870.96,40062.48,60723.88,73221.53,563.18,31215.04,43537.38,53230.77,0,28923.41,0,51775.15,563.18,60304.42,50709.61,56265.94,2400.97,47974.16,3589.58,42937.97,46339.95,52135.28,6381.92,13399.51,1
"TCGA-ET-A39T-01A-11R-A19O-07",0,0,0,263966.36,0,0,148488.36,248002.34,119776.72,275175.93,215898.44,0,226632.25,100023.92,83528.61,66912.05,104271.56,87681.42,11345.82,190574.09,0,305326.92,116501.39,13306.94,0,292889.12,96616.71,207103.59,1151.06,431797.89,49666,47642.77,234624.45,71714.63,67377.47,80683.28,1044.52,1066.48,81809.59,51062.33,214407.12,3372.43,162.14,1519.15,40341.14,37639.55,104271.56,126606.21,136637.07,0,44145.15,373.81,136637.07,122293.5,97965.44,38164.99,2935.74,132900.7,107948.72,0,16960.78,34158.52,86.43,0,113315.62,19348.38,490.14,108699.57,112532.89,7433.4,107203.06,25708.25,111755.56,103551.29,102836.01,65535,70727.3,80125.95,97965.44,42054.3,738.29,76861.91,74243.68,78476.96,13.62,22850.48,0,76861.91,5112.16,66449.85,82378.63,97288.74,5329.3,85283.74,2777.33,12853.63,14461.21,81809.59,14971.21,30785.28,1
"TCGA-DJ-A1QN-01A-11R-A14Y-07",0,0,0,102125.66,0,0,214407.12,217400.14,123144.13,153724.82,118127.7,0,191899.64,114897.47,74760.09,71219.26,87075.75,47974.16,61571.56,220434.95,0,127486.83,147462.67,32092.64,4.17,85876.94,83528.61,95949.32,5366.37,286861.53,131982.68,47313.67,88905.42,55877.28,55107.99,15180.22,2976.74,384.34,115696.65,87681.42,88291.3,8363.13,81.71,283.05,24153.43,75280.1,71714.63,77396.54,69271.73,0,14461.21,1628.26,66449.85,65990.84,55877.28,41475.31,64186.29,57847.82,71714.63,0,36106.23,47313.67,89.51,0,58250.19,65535,1286.18,59063.35,38164.99,3901.01,57847.82,16157.44,47974.16,53601.03,54727.32,40341.14,48643.87,61146.25,51775.15,38164.99,1639.59,42937.97,50359.33,42937.97,9.13,18689.27,1.08,42346.82,8479.89,36864.92,49322.93,38697.77,6037.61,52863.07,16157.44,16269.83,11909.94,47313.67,11504.21,35856.82,1
"TCGA-IM-A3ED-01A-11R-A206-07",0,0,0,181548.07,0,5.82,329517.51,214407.12,140478.49,204252.32,181548.07,0,233003.78,151608.43,133825.1,109455.64,106462.55,65990.84,52135.28,269512.87,36.27,254974.66,114103.8,54727.32,0,83528.61,101420.22,109455.64,2485.67,299043.36,118127.7,44452.21,154794.07,137587.47,32315.87,44761.41,1023,1313.23,56265.94,83528.61,152662.96,15499.21,9.13,5872.48,44452.21,41763.8,58655.36,70727.3,70727.3,0,33688.23,329.84,91404.92,60723.88,73730.83,40904.3,15607.02,56657.31,90146.51,0,29327.18,39785.74,170.25,0,65990.84,35363.15,511,55107.99,55491.3,5183.54,54727.32,23009.42,55877.28,66449.85,70238.75,55877.28,44761.41,62431.08,53601.03,33922.56,1001.93,43236.64,56265.94,51417.5,11.3,27363.16,0,49322.93,1508.65,40904.3,44145.15,58655.36,9540.5,55491.3,26986.43,25530.66,30999.42,43537.38,22380.2,22380.2,1
"TCGA-DJ-A2Q7-01A-11R-A18C-07",0,0,0,98646.85,0,38.4,139508.13,176583.6,98646.85,156954.93,136637.07,0,437825.58,100719.65,46339.95,53230.77,62865.33,41475.31,37379.55,502929.67,0,198667,71219.26,17437.64,6.36,106462.55,67377.47,108699.57,4736.79,320506.81,87681.42,55107.99,115696.65,51775.15,47642.77,28328.16,2018.8,1216.75,93325.55,67846.12,114103.8,3716.2,60.39,1250.98,46019.85,52135.28,69271.73,82951.62,80125.95,0,11345.82,1081.39,81244.48,75803.72,68318.04,37379.55,43840.21,72715.74,93325.55,0,40621.74,38164.99,1008.9,0,71714.63,22072.07,1104.13,61999.83,50709.61,16727.26,65535,27363.16,62865.33,65990.84,63302.6,46019.85,44452.21,53230.77,55107.99,35118.87,961.07,38430.46,59063.35,48982.22,58.3,27553.49,0,46986.85,1950,47313.67,62865.33,55107.99,9808.75,58655.36,11992.79,26800.01,21468.49,55491.3,24832.5,25005.23,1
"TCGA-DJ-A4UQ-01A-11R-A250-07",0,0,0,237899.7,0,10.71,336441.4,296977.71,202841.44,201440.3,258533.99,0,331809.5,215898.44,133825.1,110983.6,145432.49,98646.85,34876.28,277089.94,0,148488.36,64632.75,27553.49,0,87681.42,93974.69,82951.62,5751.61,220434.95,65990.84,54727.32,108699.57,51062.33,77934.88,61571.56,4066.71,1991,65990.84,66912.05,123144.13,65082.31,6.46,6516.03,22225.61,41188.81,90146.51,76861.91,68318.04,0,11189.6,2627.46,81809.59,78476.96,60304.42,35363.15,14867.79,59063.35,66912.05,0,42054.3,61146.25,3794.3,0,67846.12,18950.18,1617,63302.6,47642.77,12589.08,61146.25,21617.82,64186.29,70238.75,53973.86,60304.42,50709.61,46662.28,58250.19,34396.12,1832.01,38697.77,30361.44,47313.67,26248.46,16045.82,0,50011.46,6652.97,53973.86,56265.94,50011.46,6983.79,53601.03,10659.59,31215.04,28923.41,50709.61,10733.74,23986.58,1
"TCGA-ET-A3BQ-01B-11R-A206-07",0,86.43,0,110216.97,0,0,263966.36,244588,140478.49,201440.3,181548.07,0,318292.9,156954.93,78476.96,89523.81,82951.62,43537.38,61571.56,350728.68,0,164758.26,86474.27,29736.59,6.62,85876.94,93974.69,92680.9,8078.22,286861.53,85876.94,30572.63,129266.49,60723.88,37379.55,54727.32,2682.69,713.11,83528.61,75280.1,131982.68,49666,5.32,3515.68,41763.8,40904.3,67846.12,72715.74,80125.95,0,22692.63,6652.97,85876.94,77396.54,69753.56,37639.55,47313.67,60304.42,73730.83,0,46986.85,53973.86,403.5,0,69753.56,28723.62,7382.04,54727.32,51417.5,5329.3,55491.3,29531.18,63742.91,74760.09,60304.42,50709.61,48643.87,58655.36,54727.32,34635.37,1250.98,39785.74,52135.28,43840.21,75.11,33688.23,0,46339.95,2434.5,43840.21,51775.15,59887.86,6652.97,57847.82,40062.48,23820.89,25179.16,55877.28,30785.28,37379.55,1
"TCGA-EM-A22O-01A-11R-A180-07",0,0,0,341137.96,0,0,197294.7,288856.81,143430.26,165904.25,186652.11,0,265802.39,47313.67,110216.97,34876.28,171754.88,218912.29,4769.75,280957.98,0,187950.38,249727.34,7589.61,0,539026.74,154794.07,193234.41,1540.37,355624.68,57448.23,97965.44,195931.88,79022.82,63302.6,77396.54,1457.23,87.03,92040.7,52863.07,174152.51,13399.51,466.88,543.96,46662.28,43840.21,113315.62,170568.48,155870.75,0,39785.74,1191.69,127486.83,106462.55,123144.13,42346.82,5633.22,131982.68,123144.13,0,20170.07,32315.87,55.49,0,136637.07,28132.47,2758.13,80125.95,88291.3,3874.05,108699.57,42641.37,93325.55,95286.54,121448.75,64186.29,97965.44,80683.28,82951.62,59474.18,780.44,106462.55,51417.5,90773.53,38430.46,25354.3,0,81809.59,21320.18,48643.87,68318.04,77934.88,2032.85,85876.94,5555.65,17927.91,14163.58,105727.15,29943.43,27553.49,1
"TCGA-KS-A4I3-01A-11R-A250-07",0,0,0,353168.2,0,0,428815.23,641014.63,275175.93,513497.31,663619.99,0,279017.26,381149.17,155870.75,200048.85,246289.25,229795.93,11189.6,187950.38,0,212926.09,156954.93,23492.92,0,296977.71,152662.96,123144.13,1322.37,299043.36,71714.63,46986.85,163620.18,80683.28,68318.04,43840.21,1447.15,341.51,61999.83,65990.84,149521.18,8901.53,595.34,1096.5,27938.14,31870.96,109455.64,126606.21,114103.8,0,42054.3,1561.89,114897.47,110983.6,92680.9,36864.92,5112.16,98646.85,92040.7,0,19482.97,47313.67,400.71,0,95286.54,23169.48,1242.34,76861.91,75280.1,7749.1,85876.94,31870.96,81809.59,87075.75,85283.74,68318.04,70238.75,80125.95,81244.48,46662.28,825,73221.53,48982.22,73730.83,42054.3,19348.38,0,69271.73,6792.79,56657.31,66912.05,67846.12,5183.54,70238.75,1662.49,13492.72,14561.8,77934.88,14065.74,23986.58,1
"TCGA-FE-A237-01A-11R-A16R-07",0,0,0,338781.54,0,0,402881.61,479109.86,292889.12,365622.68,327241.36,0,207103.59,168220.2,193234.41,137587.47,162489.97,114897.47,91404.92,123144.13,0,145432.49,211455.3,53230.77,9.41,151608.43,107948.72,161367.56,3212.66,271387.49,93325.55,43236.64,114103.8,55107.99,56265.94,30361.44,1639.59,591.22,77396.54,77934.88,114103.8,20170.07,5.77,1487.87,24490.61,39510.91,70238.75,87681.42,90146.51,0,46339.95,723.08,79022.82,77934.88,74243.68,55107.99,19892.37,70727.3,65990.84,0,37379.55,35363.15,206.94,0,69753.56,31215.04,457.25,63742.91,52497.92,6607.01,62865.33,16157.44,53973.86,65082.31,64632.75,40621.74,48643.87,66449.85,53230.77,33922.56,1111.82,53973.86,58655.36,54727.32,18.84,22850.48,0,45386.27,3589.58,37901.36,46339.95,45072.75,11035.54,59887.86,8963.45,11745.96,10368.08,58655.36,10368.08,28132.47,1
"TCGA-EL-A3CT-01A-12R-A206-07",0,0,0,400098.69,0,0,687022.54,397335,301123.38,288856.81,400098.69,0,79022.82,290865.98,296977.71,122293.5,209994.66,151608.43,31215.04,97288.74,0,341137.96,408505.64,43537.38,10.24,263966.36,100023.92,156954.93,5076.84,246289.25,201440.3,38164.99,154794.07,82378.63,63742.91,34396.12,2090.03,387.02,68318.04,131071,185362.8,22380.2,1.69,3564.78,51417.5,46339.95,47974.16,85283.74,66449.85,0,41188.81,688.78,81809.59,53230.77,90146.51,85283.74,6516.03,60304.42,118127.7,0,24153.43,44761.41,305.55,0,64186.29,46339.95,890.44,66912.05,59887.86,9474.59,59474.18,35363.15,57448.23,55491.3,88291.3,31870.96,62431.08,122293.5,73221.53,45701.96,2319.15,33688.23,62865.33,45701.96,32.82,53230.77,0,48643.87,22850.48,51417.5,33224.42,54349.29,4972.34,52497.92,5517.27,20451.65,18431.96,46986.85,27553.49,35363.15,1
"TCGA-J8-A3YG-01A-11R-A22U-07",0,0,0,894051.48,0,107.38,1123834.93,1108362.75,459592.86,649962.87,696613.03,0,135693.24,598087.73,286861.53,383800.28,447025.24,363097.14,417089.23,146444.06,0,220434.95,205673.01,200048.85,4.5,249727.34,165904.25,109455.64,2520.38,208544.12,129266.49,40904.3,126606.21,110983.6,50011.46,47974.16,2004.85,2224.63,45072.75,85876.94,109455.64,77934.88,22.75,3280.18,27938.14,29736.59,71714.63,87681.42,87075.75,0,39510.91,332.14,78476.96,77934.88,71714.63,57448.23,11584.24,69271.73,77396.54,0,20451.65,28525.2,1697.45,0,69753.56,29736.59,217.27,53973.86,54727.32,8421.31,60723.88,34635.37,59887.86,59474.18,67846.12,59887.86,52497.92,58655.36,61571.56,36610.26,915.51,50359.33,43840.21,53230.77,0,19482.97,0,51417.5,12853.63,43840.21,44761.41,43236.64,33688.23,54349.29,12415.75,10014.87,10659.59,56657.31,12502.12,22380.2,1
"TCGA-ET-A40Q-01A-11R-A23N-07",0,0,0,778316.89,0,0,1246973.04,1139523.1,706337.4,805764.22,817012.28,0,131071,726195.27,350728.68,355624.68,334117.42,176583.6,82951.62,411347.03,0,472513.8,236256.4,54349.29,7,190574.09,193234.41,168220.2,4123.49,197294.7,119776.72,149521.18,151608.43,84694.64,41188.81,50359.33,2485.67,417.77,117311.73,104996.83,117311.73,58250.19,6.11,144.01,85283.74,94628.34,83528.61,102836.01,89523.81,0,32994.92,723.08,81809.59,72715.74,87075.75,48982.22,7180.15,72213.45,82951.62,0,22380.2,37379.55,95.34,0,66449.85,60304.42,447.82,61571.56,55877.28,18304.63,67846.12,41188.81,55877.28,57051.4,73221.53,62865.33,62431.08,50011.46,65535,50709.61,1242.34,39785.74,49322.93,57847.82,23009.42,20737.16,0,58655.36,55491.3,48982.22,51775.15,45386.27,17437.64,59887.86,30785.28,11267.44,10368.08,48982.22,42937.97,23492.92,1
